tweet,label,text_len,tweet_clean,clean_len,label_id
Kalau bersih kenapa risih,disgust,25,kalau bersih kenapa risih,25,1
"Udah muak, heran ya dilarang salah dibolehin salah",anger,50,sudah muak heran ya dilarang salah dibolehin salah,50,0
Tgk lah gambar saya pasti mimpi ngeri,fear,37,tgk lah gambar saya pasti mimpi ngeri,37,2
nanti buat buat terkejut weh HAHAHA,joy,35,nanti buat buat terkejut weh hahaha,35,3
"Hallo, the unroll you asked for: Thread by : Selamat malam teman2. Usai penat dan padat seharian bekerja, saya ingin menemani dg twit ringan . Enjoy",disgust,148,hallo the unroll you asked for thread by selamat malam teman2 usai penat dan padat seharian bekerja saya ingin menemani dengan twit ringan enjoy,144,1
Biar tmn2 bingung harus ketawa apa sedih,sadness,40,supaya tmn2 bingung harus ketawa apa sedih,42,4
Davin ngeri kalau antingnya ketarik,fear,35,davin ngeri kalau antingnya ketarik,35,2
"bangga donggg, udh bisa bikin kelompok drumband nih wkwkwk",joy,58,bangga dongg sudah bisa bikin kelompok drumband nih haha,56,3
"terkejut aku, baru nak tarik selimut HAHAHAHA",surprise,45,terkejut aku baru nak tarik selimut hahahaha,44,5
"Udh basi nder cara adu dombanya. Lama kelamaan malah lu bikin muak jadi gapeduli. Mending lu bobok, kalau bisa jangan bangun lagi.",anger,130,sudah basi nder cara adu dombanya lama kelamaan malah kamu bikin muak jadi gapeduli mending kamu bobok kalau bisa jangan bangun lagi,132,0
"Lalu hr ini kamu dm aku. Wah masih inget ternyata. Atau kamu lagi kesepian makanya dm aku. Ah maaf sebenernya aku g pengen berburuk sangka. Tp ya aku cuma kesal, sedikit.",anger,170,lalu hr ini kamu dm aku wah masih inget ternyata atau kamu lagi kesepian makanya dm aku ah maaf sebenernya saya g pengen berburuk sangka tapi ya saya cuma kesal sedikit,168,0
Tapi ngeri juga si anju kalau isi kosannya hewan hewan begituan wtff,fear,68,tapi ngeri juga si anju kalau isi kosannya hewan hewan begituan wtff,68,2
Bikin pekerja sengsara seumur hidup tidak ada masa depan karena sudah pasti tidak ada karyawan tetap tapi Outsourcing karyawan kontrak.,anger,135,bikin pekerja sengsara seumur hidup tidak ada masa depan karena sudah pasti tidak ada karyawan tetap tapi outsourcing karyawan kontrak,134,0
Heran sama orang yg bisa baca hati orang lain. Nasehat boleh. Hakimi jangan.,surprise,76,heran sama orang yang bisa baca hati orang lain nasehat boleh hakimi jangan,75,5
Bangun-bangun melihat chat manusia-manusia bucin. Heran hamba,surprise,61,bangun-bangun melihat chat manusia-manusia bucin heran hamba,60,5
pengen deket sm mutual tp takut kalian risih,disgust,44,pengen deket sama mutual tapi takut kalian risih,48,1
"tapi kaya bangga like ""shit keren bgt gue"" orang lain mana kepikiran",joy,68,tapi kaya bangga like shit keren banget gue orang lain mana kepikiran,69,3
Wkwkwk mun kajadian jiga di film na pisan ngeri oge,fear,51,haha mun kajadian jiga di film na pisan ngeri oge,49,2
Asal Jan ikan tahu aja lah muak gue liatnya,disgust,43,asal jan ikan tahu aja lah muak saya liatnya,44,1
ISHH JIJIK KALI AKU .g,disgust,22,ishh jijik kali saya g,22,1
"Hitungannya bakalan ninggalin jogja dengan waktu yang lama banget dari seblum2nya, sedih bgst!",sadness,94,hitungannya bakalan ninggalin jogja dengan waktu yang lama banget dari seblum2nya sedih bgst,92,4
jaehyun : aww malu banget,sadness,25,jaehyun aww malu banget,23,4
Syukur deh kalo gitu oppa. Soalnya suka pada ngeluh kalo upfoll tp kena sensinya si biru wkwkw. Oppa berarti mau ngalong?,joy,121,syukur deh kalau gitu oppa soalnya suka pada ngeluh kalau upfoll tapi kena sensinya si biru wkwkw oppa berarti mau ngalong,122,3
"AAAAAAA mulai murka nih kerjaannya mulai liatin makanan terus, udh bosen makanan rumah",anger,86,aa mulai murka nih kerjaannya mulai liatin makanan terus sudah bosen makanan rumah,82,0
Iyaaa gua bangga bet jadi anak ikom,joy,35,iyaa gua bangga bet jadi anak ikom,34,3
"Fiks, siapa pun kalian hati2 kalo kemana2. Gue cuma takut orang ini jahat sebenernya. Apalagi tatapannya bikin risih. Be safe, guys!",fear,132,fiks siapa pun kalian hati2 kalau kemana2 saya cuma takut orang ini jahat sebenernya apalagi tatapannya bikin risih be safe guys,128,2
anjinc ngeri jendela ada yg ngetok lagi,fear,39,anjinc ngeri jendela ada yang ngetok lagi,41,2
"Suaranyaa keras pula:') bikin ga konsen trus tiba2 hening tuh.... Ehhhhhh galama kemudian anaknya rewel dong sampe satu studio kaya risih gitu. Sebelnya ni ibu2 gamau keluar ngediemin anaknya dlu, tapi trus2an jejelin anaknya dengan nonton youtube.",disgust,248,suaranyaa keras pula ' bikin tidak konsen terus tiba2 hening tuh ehh galama kemudian anaknya rewel dong sampai satu studio kaya risih gitu sebelnya ni ibu2 gamau keluar ngediemin anaknya dlu tapi trus2an jejelin anaknya dengan nonton youtube,241,1
Syukur Alhamdulillah Kang. Sy cuma ikut grup kelg besar bapak. Mundur dr grup klg besar ibu sejak ribut2 pilkada DKI. Grup alumni mahasiswa muslim pun keluar sama kasusnya krn pilkada. Yg bertahan malah grup kls 2 SMA krn penghuninya pd santai dan senang guyon.,joy,261,syukur alhamdulillah kang sy cuma ikut grup kelg besar bapak mundur dari grup klg besar ibu sejak ribut2 pilkada dki grup alumni mahasiswa muslim pun keluar sama kasusnya karena pilkada yang bertahan malah grup kls 2 sma karena penghuninya pada santai dan senang guyon,268,3
Gw dulu sekali konseling 500rb tapi ngerasa puas karna mental gw bisa sehat lagi ampe skrg,joy,90,saya dulu sekali konseling 500rb tapi ngerasa puas karena mental saya bisa sehat lagi sampai skrg,97,3
"Benci bat kalo udh gajian, orang2 nanyanya gak manusiawi. Org masih pules masih aja di spamming.",anger,96,benci bat kalau sudah gajian orang2 nanyanya tidak manusiawi orang masih pules masih aja di spamming,100,0
huftttt aku gugup.,fear,18,huftt saya gugup,16,2
"kan,hmmm tak sabar plus penat plus nk ada duit",disgust,46,kan hmm tidak sabar plus penat plus nk ada duit,47,1
PACAR SAYA BANYAK. CEWEK SEMUA! PUAS?,anger,37,pacar saya banyak cewek semua puas,34,0
Semuanya duka ga ada suka,sadness,25,semuanya duka tidak ada suka,28,4
"Akhirnya Hanum menggoncang-goncangkan tubuh Angga yang berada di sisi kiri. Ngggaaa.. bangun Nggaa. Hmmm. Ngggaaa bangun dong dek, ehlah. Gerutu Hanum. Angga mulai membuka matanya yang masih terasa berat, menatap Hanum kesal. Apa sih mbak?",anger,239,akhirnya hanum menggoncang-goncangkan tubuh angga yang berada di sisi kiri nggaa bangun nggaa hmm nggaa bangun dong dek ehlah gerutu hanum angga mulai membuka matanya yang masih terasa berat menatap hanum kesal apa sih mbak,223,0
Karena takut dan ga mudheng,fear,27,karena takut dan tidak mudheng,30,2
"ihhh bahas skincare, hampir semua kelas gua pake skin care, anjeng jijik bett licin"" gimana gitu liat mukanya",disgust,109,ihh bahas skincare hampir semua kelas gua pake skin care anjeng jijik bett licin bagaimana gitu liat mukanya,108,1
"Karna kalo kamu menahan nangis takut kejadian kaya aku. Kasian dirimu bisa di benci org lain, kasian nanti kamu gak ada temennya, kasian kamu juga nanti di omongin tetangga, kasian kamu juga di musuhin satu rumah. Jangan kaya aku yah. Semoga menjadi pelajaran",fear,259,karena kalau kamu menahan nangis takut kejadian kaya aku kasian dirimu bisa di benci orang lain kasian nanti kamu tidak ada temennya kasian kamu juga nanti di omongin tetangga kasian kamu juga di musuhin satu rumah jangan kaya saya yah semoga menjadi pelajaran,260,2
"Jika manusia murka dengan apa yang dia dapatkan di dunia ini, maka Tuhan juga bisa melakukan hal yang sama",fear,106,jika manusia murka dengan apa yang dia dapatkan di dunia ini maka tuhan juga bisa melakukan hal yang sama,105,2
"Ya gitu nder, kalo berbuat baik jgn sampe mengharapkan balasan apalagi sama manusia, ntar kecewa",sadness,96,ya gitu nder kalau berbuat baik jgn sampai mengharapkan balasan apalagi sama manusia nanti kecewa,97,4
Lama lama makan muak,disgust,20,lama lama makan muak,20,1
Tertipu aku selama ni.rupanya covid 19 ni makhluk halus.,surprise,56,tertipu saya selama ni rupanya covid 19 ni makhluk halus,56,5
Tahu tak korang lagi buat aku sedih.. Sebab lepasni .. Lagi susah aku nak jumpa korang..,sadness,88,tahu tidak korang lagi buat saya sedih sebab lepasni lagi susah saya nak jumpa korang,85,4
Januari penuh duka ampun,sadness,24,januari penuh duka ampun,24,4
"Sy jijik banget baca twit-nya, ngaku muslim mulut kau",disgust,53,sy jijik banget baca twit-nya ngaku muslim mulut kau,52,1
AAHH BKIN CEMAS AJ TU ANAK,fear,26,aahh bkin cemas aj tu anak,26,2
Cin km sebagai CL luvers mengenali aku gk?? *jijik bgt sok mau dikenal,disgust,70,cin km sebagai cl luvers mengenali saya gk jijik banget sok mau dikenal,71,1
Aku kalo diginiin ko malah risih :v. Kalo bukan sapa2. Kalo pacar beda lagi,disgust,75,saya kalau diginiin ko malah risih v kalau bukan sapa2 kalau pacar beda lagi,76,1
"Duka sih, percaya teu percaya, tapi da enya maena jadi jauh pisan jeung musim pertama",sadness,85,duka sih percaya teu percaya tapi da enya maena jadi jauh pisan jeung musim pertama,83,4
Anak broken home itu selalu berusaha menciptakan senyuman dibibirnya walau sebenarnya hati nya sedang sakit dan kecewa,sadness,118,anak broken home itu selalu berusaha menciptakan senyuman dibibirnya walau sebenarnya hati nya sedang sakit dan kecewa,118,4
"video bokep tuh panjang2 durasinya apa ga sakit ya, gue kmren lebih dari 10 menit aja rasanya risih banget.",disgust,107,video bokep tuh panjang2 durasinya apa tidak sakit ya saya kmren lebih dari 10 menit aja rasanya risih banget,109,1
Dani james dole ya koma benci,anger,29,dani james dole ya koma benci,29,0
Aku kesal tp mutual ku harus ikut kesal juga.,anger,45,saya kesal tapi mutual ku harus ikut kesal juga,47,0
Aku udah muak sama yang manis manis. Gadeng boong,disgust,49,saya sudah muak sama yang manis manis gadeng boong,50,1
"Pokoknya jangan sampai tertipu akun-akun yang mengatasnamakan Bareksa selain akun yang mimin sebutin di atas ya. Selamat berinvestasi, selamat bertumbuh bersama Bareksa",fear,168,pokoknya jangan sampai tertipu akun-akun yang mengatasnamakan bareksa selain akun yang mimin sebutin di atas ya selamat berinvestasi selamat bertumbuh bersama bareksa,166,2
"Weh aku juga pas manggil mas ke orang, dia juga kaya yang tersinggung gt gatau kenapa",anger,85,weh saya juga pas manggil mas ke orang dia juga kaya yang tersinggung gt gatau kenapa,85,0
"Sejak itu, ia memutuskan untuk tidak pernah lagi melangakahkan kakinya ke mesjid. Malamnya, ia pergi ke cafe/bar masih merasa gugup dan terguncang, ia tidak sengaja menumpahkan minumannya di meja.",fear,196,sejak itu ia memutuskan untuk tidak pernah lagi melangakahkan kakinya ke mesjid malamnya ia pergi ke cafe bar masih merasa gugup dan terguncang ia tidak sengaja menumpahkan minumannya di meja,191,2
Harus aku liatin aku nangis tiap hari ? Harus aku liatin segala beban ? Benefit nya apa ? Simpati ? Aku tak butuh simpati munafik! Ini saja ku buat karena ku sudah muak dengan mulut2 mereka!,anger,190,harus saya liatin saya nangis tiap hari harus saya liatin segala beban benefit nya apa simpati saya tidak butuh simpati munafik ini saja ku buat karena ku sudah muak dengan mulut2 mereka,186,0
dah muak,disgust,8,sudah muak,10,1
"Itu diatas titit banyak uratnya anjing, ngeri mah",fear,49,itu diatas titit banyak uratnya anjing ngeri mah,48,2
Ngeri banget emang orang2 jaman sekarang,fear,40,ngeri banget memang orang2 jaman sekarang,41,2
Pasti oppa! Doain aja ya hehe Wiiii syukur kalau baik teruss,joy,60,pasti oppa doain aja ya haha wii syukur kalau baik teruss,57,3
wajib sujud syukur ini,joy,22,wajib sujud syukur ini,22,3
"(Namanya Maryati. Dia hidup menumpang pada saudaranya yang jadi dokter itu. Tapi hidupnya dibuat sengsara, hingga dia tidak kuat dan pada akhirnya bunuh diri.)",sadness,159,namanya maryati dia hidup menumpang pada saudaranya yang jadi dokter itu tapi hidupnya dibuat sengsara hingga dia tidak kuat dan pada akhirnya bunuh diri,153,4
Kesal masuk swasta di rendahin mulu sama manusia ptn,anger,52,kesal masuk swasta di rendahin mulu sama manusia ptn,52,0
"Apa an yang bisa bikin bahagia, gak ada semua hanya tipuan, dan aku adalah seorang yang sering tertipu, semua nya bangsat",surprise,121,apa an yang bisa bikin bahagia tidak ada semua hanya tipuan dan saya adalah seorang yang sering tertipu semua nya bangsat,121,5
Takut ditinggal ortu sebelum aku membuat mereka bangga terhadap ku,fear,66,takut ditinggal ortu sebelum saya membuat mereka bangga terhadap ku,67,2
"Nah terus sampai dirumah aku membagikan ceritaku lewat instagram story. Yaa seperti biasa, apapun yang menambah rasa syukur dan energi positif selalu aku bagikan ceritanya",joy,171,nah terus sampai dirumah saya membagikan ceritaku lewat instagram story yaa seperti biasa apapun yang menambah rasa syukur dan energi positif selalu saya bagikan ceritanya,171,3
Wow abis april mop tbtb bighit drop mv baru gimana? Niatnya ngerjain bangtan sonyeondan gataunya kt yg terkejut,surprise,111,wow habis april mop tbtb bighit drop mv baru gimana niatnya ngerjain bangtan sonyeondan gataunya kt yang terkejut,113,5
"Dah gitu maru dan kuro skrg tidurnya dikamar dong, udah gamau ditaro dibawah lagi. Padahal si maru tuh bisa naik kekamar, tapi gak bisa turun. Jadi ngeri banget pipis dikamar.",fear,175,sudah gitu maru dan kuro skrg tidurnya dikamar dong sudah gamau ditaro dibawah lagi padahal si maru tuh bisa naik kekamar tapi tidak bisa turun jadi ngeri banget pipis dikamar,175,2
HAHAHAHA DAH WEH. WEH FON JATUH ATAS BIBIAQ AKU. TERKEJUT,joy,57,hahahaha sudah weh weh fon jatuh atas bibiaq aku terkejut,57,3
"Masih diancam sdh gugup, tremor dan grogi",fear,41,masih diancam sudah gugup tremor dan grogi,42,2
"7. agak risih sih , cuma ya klu emg ngeluh gtu paling ngasih semangat aja.",disgust,74,7 agak risih sih cuma ya klu memang ngeluh gtu paling ngasih semangat aja,73,1
Apa tuh. Jijik bener walaupun belom gerak.,disgust,42,apa tuh jijik bener walaupun belom gerak,40,1
kasar bgt heran,surprise,15,kasar banget heran,18,5
"Ngeliat temen bahagia, kok kita ya yang kecewa? Apa masih ada rasa.",sadness,67,ngeliat temen bahagia kok kita ya yang kecewa apa masih ada rasa,64,4
Walaupun kecewa tahun ini gagal dapet target 3 piala,sadness,52,walaupun kecewa tahun ini gagal dapet target 3 piala,52,4
Terlalu ganteng makanya sengsara bnyk yg suka,anger,45,terlalu ganteng makanya sengsara banyak yang suka,49,0
Aku ga suka kucing (bukan benci). Iya tepatnya takut ya,anger,55,saya tidak suka kucing bukan benci iya tepatnya takut ya,56,0
"Kalau lu salah satu mutual gua atau liat twit ini, gua ga takut sama lu bego, mau lu cewe kalau sikap lu gitu mines tetep gaada pantes2nya. Malu bego maluu",fear,155,kalau kamu salah satu mutual gua atau liat twit ini gua tidak takut sama kamu bego mau kamu cewe kalau sikap kamu gitu mines tetep gaada pantes2nya malu bego maluu,163,2
Syukur alhmdulilah..termakbul doa,joy,33,syukur alhmdulilah termakbul doa,32,3
"""Wajar dong ada perbedaan pendapat"" kalimat lu yang ini sebetulnya secara gak langsung sudah membenarkan kalau lu gak boleh ambil pusing sama kata ""jijik"" yang gua bilang. Kok lu masih ambil pusing sih?",disgust,202,wajar dong ada perbedaan pendapat kalimat kamu yang ini sebetulnya secara tidak langsung sudah membenarkan kalau kamu tidak boleh ambil pusing sama kata jijik yang gua bilang kok kamu masih ambil pusing sih,206,1
"""Bosan aku dengan penat Dan Enyah saja kau pekat Seperti berjelaga jika ku sendiri Pecahkan saja gelasnya biar ramai ...""",disgust,121,bosan saya dengan penat dan enyah saja kau pekat seperti berjelaga jika ku sendiri pecahkan saja gelasnya supaya ramai,118,1
"Tak ada orang pun sempurna. Nak hitungkan kesemua kesilapan dan kesalahan, aku cukup malu dengan Tuhan. Tetapi itu lah sifat Tuhan, dia maha pengampun dan maha penyayang. Kita yang kena cari keampunan Tuhan. Kita yang kena dapatkan kasih sayang Tuhan.",sadness,251,tidak ada orang pun sempurna nak hitungkan kesemua kesilapan dan kesalahan saya cukup malu dengan tuhan tetapi itu lah sifat tuhan dia maha pengampun dan maha penyayang kita yang kena cari keampunan tuhan kita yang kena dapatkan kasih sayang tuhan,247,4
Haihlaaaa penat aku mcm ni,disgust,26,haihlaa penat saya mcm ni,25,1
"muak bgt sama pertanyaan ""kenapa kenapa kenapa kenapa kenapa"" berak",anger,67,muak banget sama pertanyaan kenapa kenapa kenapa kenapa kenapa berak,68,0
Takut ya....,fear,12,takut ya,8,2
"Bikin melek aja, heran",surprise,22,bikin melek aja heran,21,5
wkwk w juga benci bgt jink sama orang bwgitu,anger,44,haha saya juga benci banget jink sama orang bwgitu,50,0
"Kesian, penat merangkak tu",disgust,26,kesian penat merangkak tu,25,1
ga terlalu. cuma agak risih aja. tapi gapapaaaa mereka lagi cari uang. kalo jualan kaya alat pembesar payudara baru deh sangat terganggu,disgust,136,tidak terlalu cuma agak risih aja tapi gapapaa mereka lagi cari uang kalau jualan kaya alat pembesar payudara baru deh sangat terganggu,135,1
Sumpah... jangan tertipu sama topeng.,anger,37,sumpah jangan tertipu sama topeng,33,0
Ih itu ya jijik sih kan dr kotoran hewN,disgust,39,ih itu ya jijik sih kan dari kotoran hewn,41,1
"Jika kau ingin senang carilah hal-hal yg bisa membuatmu senang, cari teman yg bisa di ajak bersenang-senang. Ingat, jangan gunakan hati seseorang hanya untuk bersenang-senang.",joy,175,jika kau ingin senang carilah hal-hal yang bisa membuatmu senang cari teman yang bisa di ajak bersenang-senang ingat jangan gunakan hati seseorang hanya untuk bersenang-senang,175,3
Bgst aing sudah muak ajig nukararitu,disgust,36,bgst aing sudah muak ajig nukararitu,36,1
"Hahahaha, kau punye jgn tunjuk mat. Warna bulu dgn kulit lebih kurang sama dahh. Jijik. Hahaha. Mat, bulan 2 nie aku plan nak ke Kedah, nak makan kueh tiaw yg top tuh. Pape nanti aku call ehh.",disgust,192,hahahaha kau punye jgn tunjuk mat warna bulu dengan kulit lebih kurang sama dahh jijik hahaha mat bulan 2 nie saya plan nak ke kedah nak makan kueh tiaw yang top tuh pape nanti saya call ehh,190,1
"Aku minta maaf kalau terkesan marah atau bagaimana, tapi engga ko aku engga marah,hanya sedikit tersinggung karena penggunaan kata nya kurang tepat, kalau tds indo di undur/batal aku harap semua itu adalah keputusan yg terbaik untuk fans dan nct",anger,245,saya minta maaf kalau terkesan marah atau bagaimana tapi engga ko saya engga marah hanya sedikit tersinggung karena penggunaan kata nya kurang tepat kalau tds indo di undur batal saya harap semua itu adalah keputusan yang terbaik untuk fans dan nct,248,0
Udah kebiasaan ABS Asal Bapak Senang. Jadi ya seneng kl dengar info,joy,67,sudah kebiasaan abs asal bapak senang jadi ya seneng kl dengar info,67,3
"Berkurung dlm rmh sendiri pun sengsara ya amat. Org dlu sembunyi dlm rumah sendiri pun belum tentu selamat, Cu. Haishhh..org muda mental kena kuat Semoga negara kita kembali sihat, Aamiin",sadness,187,berkurung dlm rmh sendiri pun sengsara ya amat orang dlu sembunyi dlm rumah sendiri pun belum tentu selamat cu haishh org muda mental kena kuat semoga negara kita kembali sihat aamiin,183,4
Bangga ga ? wkkwkw,joy,18,bangga tidak wkkwkw,19,3
Huwaaa apakah aku harus bangga ini terimakasih miyeon wkwkwk,joy,60,huwaa apakah saya harus bangga ini terimakasih miyeon haha,58,3
"Mungkin kurang piknik adrenalin. Mereka yg skeptis tuh kek bad-debitor yg mau seluruh data debitur bank hilang, atau kek mahasiswa-pemalas yg ngarepin data nilai seluruh kampus hancur. Kaum ""merasa"" paling sengsara yg gak mo pusing sendirian oleh masalahnya.",anger,258,mungkin kurang piknik adrenalin mereka yang skeptis tuh kek bad-debitor yang mau seluruh data debitur bank hilang atau kek mahasiswa-pemalas yang ngarepin data nilai seluruh kampus hancur kaum merasa paling sengsara yang tidak mau pusing sendirian oleh masalahnya,263,0
Syukur deh buruan....,joy,21,syukur deh buruan,17,3
udah gue jamin gausah takut. gaada yg mau kecuali lo masih bawa kas smilemo di tas,fear,82,sudah saya jamin gausah takut gaada yang mau kecuali kamu masih bawa kas smilemo di tas,87,2
Jijik banget,disgust,12,jijik banget,12,1
"Maaf, aku tidak seperti mereka yang slalu berhasil membuat mu tertawa,menghibur dikala duka Tapi selagi aku ada ku akan selalu menjaga mu, ku akan mencintaimu dalam diam dan dengan cara ku.",sadness,189,maaf saya tidak seperti mereka yang slalu berhasil membuat mu tertawa menghibur dikala duka tapi selagi saya ada ku akan selalu menjaga mu ku akan mencintaimu dalam diam dan dengan cara ku,188,4
Gawe gugup secuil sih,fear,21,gawe gugup secuil sih,21,2
"Mrk emang bangsa yg jorok, jijik lihat nya",disgust,42,mrk memang bangsa yang jorok jijik lihat nya,44,1
ck aku murka,anger,12,ck saya murka,13,0
"Yg bikin gue risih adalah karna si Ardhito ini punya tampang, cewe2 nanggapin nya malah kaya seneng-_-",disgust,102,yang bikin saya risih adalah karena si ardhito ini punya tampang cewe2 nanggapin nya malah kaya seneng-_-,105,1
"Ga terasa waktu sudah berlalu, suka dan duka udah gua lalui di kota Depok. Hanya ingin merasakan nostalgia",sadness,106,tidak terasa waktu sudah berlalu suka dan duka sudah gua lalui di kota depok hanya ingin merasakan nostalgia,108,4
Hai hai sama cowok . Ngeri takut ditusuk,fear,40,hai hai sama cowok ngeri takut ditusuk,38,2
"ya Allah astaghfirullah, jumat2 nda boleh hatespeech gitu riaaa wkwkwkwk bukannya nda suka apa gimana, sebenernya gue b aja sama dia (nda suka tapi ya nda benci juga), kadang suka kesel aja sama fans2nya di circle gue utamanya",anger,226,ya allah astaghfirullah jumat2 nda boleh hatespeech gitu riaa wkwkwkwk bukannya nda suka apa gimana sebenernya saya b aja sama dia nda suka tapi ya nda benci juga kadang suka kesel aja sama fans2nya di circle saya utamanya,222,0
Mula tak muak dah lama lama muak,disgust,32,mula tidak muak sudah lama lama muak,36,1
Risih gua kalo lagi enjoy ama musiknya sebelah gua malah instastory ama boomerang ama temen2nya,disgust,95,risih gua kalau lagi enjoy sama musiknya sebelah gua malah instastory sama boomerang sama temen2nya,99,1
"Jelas jelas KPK itu : menghambat langkah mereka ! mengancam nasib mereka ! Menggangu kesenangan mereka ! Membuat mereka cemas !Sebenarnya, mereka mau bilang,""Dasar, KPK pengganggu !"" daan, power itu ada di tangan mereka sekarang, jadilah barang itu !...",anger,253,jelas jelas kpk itu menghambat langkah mereka mengancam nasib mereka menggangu kesenangan mereka membuat mereka cemas sebenarnya mereka mau bilang dasar kpk pengganggu daan power itu ada di tangan mereka sekarang jadilah barang itu,231,0
Hahaha. Memang pun. Baru guna sem ni mmg sakit la.. Terkejut,joy,60,hahaha memang pun baru guna sem ni mmg sakit la terkejut,56,3
"Hanya ada dua pilihan dalam cinta, bahagia atau kecewa. Dan siapapun yang bermain dengan cinta, harus siap merasakan keduanya.",sadness,126,hanya ada dua pilihan dalam cinta bahagia atau kecewa dan siapapun yang bermain dengan cinta harus siap merasakan keduanya,122,4
"PLISS GAISS JGN DIKASIH PANGGUNG, APALAGI DI DM DM KEK YG KMRN TU JINGAN JUANCO ASU JANGAN KASI PANGGUNG PAHAM KAGA DUH GUSTI AK MURKA",anger,134,pliss gaiss jgn dikasih panggung apalagi di dm dm kek yang kmrn tu jingan juanco asu jangan kasi panggung paham kaga duh gusti ak murka,135,0
"Terkejut, tetiba ada stranger replyy ni. Jenuh fikir interaction apa aku involve dari semalam.",surprise,94,terkejut tetiba ada stranger replyy ni jenuh fikir interaction apa saya involve dari semalam,92,5
Sumpa aneh banget. Terakhir kali liat jin sampe terpesona w0w gitu 2013 jaman no more dream asli,surprise,96,sumpa aneh banget terakhir kali liat jin sampai terpesona w0w gitu 2013 jaman no more dream asli,96,5
Wkwk..Takutnya aku nyinggung perasaan orang.. soalnya udah ada yg tersinggung,fear,77,wkwk takutnya saya nyinggung perasaan orang soalnya sudah ada yang tersinggung,78,2
"Selamat pagi. Gila ya kamu pagi-pagi kayak gini malah dimulai dengan ngehaluin dia jadi milik kamu, heran.",surprise,106,selamat pagi gila ya kamu pagi-pagi seperti gini malah dimulai dengan ngehaluin dia jadi milik kamu heran,105,5
"liat profil twttr nya piatek mas.... agak kecewa sih cuma mo gmn lg, setelah ganti nomer punggung jd bapuk",sadness,106,liat profil twttr nya piatek mas agak kecewa sih cuma mau bagaimana lg setelah ganti nomer punggung jadi bapuk,110,4
"Yaa kalau elo suka di season 1 karena kliniknya otis dan maeve sih oasti kecewa soalnya di season 2 dikit banget, karena si ibunya otis juga join ke sekolah. Other than that, ya ngebahas problematika masing masing tokoh aja, which is better for me.",sadness,248,yaa kalau kamu suka di season 1 karena kliniknya otis dan maeve sih oasti kecewa soalnya di season 2 dikit banget karena si ibunya otis juga join ke sekolah other than that ya ngebahas problematika masing masing tokoh aja which is better for me,244,4
"Makin lama muak gue sama orang norak ada kosakata baru dikit2 open minded lah, dark jokes lah, tolong cuy ini sensitif bgt, kalo kaya gini lo menggeneralisir sesuatu ga sesuai konteks nya berarti, ya sama aja kaya dark jokes kemaren tentang virus corona, udh tau dark jokes",disgust,273,makin lama muak saya sama orang norak ada kosakata baru dikit2 open minded lah dark jokes lah tolong cuy ini sensitif bgt kalau kaya gini kamu menggeneralisir sesuatu tidak sesuai konteks nya berarti ya sama aja kaya dark jokes kemaren tentang virus corona sudah tahu dark jokes,278,1
"Aku mendengar perbincangan rekan kerja ku yang beda bagian pagi ini muak sekali, astagfirullah Ya Allah maaf",disgust,108,saya mendengar perbincangan rekan kerja ku yang beda bagian pagi ini muak sekali astagfirullah ya allah maaf,108,1
"Awas, jangan terlalu mencintai nanti jadi benci",fear,47,awas jangan terlalu mencintai nanti jadi benci,46,2
"muka nya murka,badmood melihat orang orang yang masuk neraka",anger,60,muka nya murka badmood melihat orang orang yang masuk neraka,60,0
"Begitu Hebat nya Fitnah Saat ini, Mungkin kan Allah Swt, Akan Murka Kembali di Daerah Ini, Ayo Umat Islam Berbuat lah, Untuk Pembelaan, Sebelum Allah Swt Mendatangkan Murka nya.",anger,177,begitu hebat nya fitnah saat ini mungkin kan allah swt akan murka kembali di daerah ini ayo umat islam berbuat lah untuk pembelaan sebelum allah swt mendatangkan murka nya,171,0
Syukur ya Allah,joy,15,syukur ya allah,15,3
"Jangan menunggu bahagia untuk tersenyum, tetapi tersenyumlah untuk bahagia.",joy,75,jangan menunggu bahagia untuk tersenyum tetapi tersenyumlah untuk bahagia,73,3
"Yah syukur, berarti masi ada harapan menerangi dunia",joy,52,yah syukur berarti masi ada harapan menerangi dunia,51,3
"FKG : duka nya banyak, suka nya juga banyak kok wkwk, beli alat yang hm bgtu la masuk fkg berasa jadi tukang, apalagi skills lab dah ancur jaslab dan jilbab. Tapi seru jujurrrrr",sadness,177,fkg duka nya banyak suka nya juga banyak kok wkwk beli alat yang hm bgtu la masuk fkg berasa jadi tukang apalagi skills lab sudah ancur jaslab dan jilbab tapi seru jujurr,170,4
"Tentu kebijakan pemerintah akan menimbulkan pro kontra tpi 1 hal yg selalu gue pegang negara tdk akan pernah membiarkan rakyatnya sengsara, dan ketika ditengah2 musibah global seperti ini ada orang yg mncoba adudomba maka gue sangat berharap mereka mampus dimakan corona",sadness,270,tentu kebijakan pemerintah akan menimbulkan pro kontra tapi 1 hal yang selalu saya pegang negara tidak akan pernah membiarkan rakyatnya sengsara dan ketika ditengah2 musibah global seperti ini ada orang yang mncoba adudomba maka saya sangat berharap mereka mampus dimakan corona,278,4
"Krn ulama yg terpikat duniawi, krn orang2 pintar yg silau kekuasaan, maka sengsara seluruh rakyat",anger,97,karena ulama yang terpikat duniawi karena orang2 pintar yang silau kekuasaan maka sengsara seluruh rakyat,105,0
